name_project,sectors,region_project,budget_project,project_duration_days,عدد المنشآت,عدد العاملين السعوديين,economic_indicator,project_success
مشروع اسكان تبوك 1                  , حكومي,"منطقة تبوك, تبوك",180285366.0,,33731.0,22283.0,,0
إسكان أعضاء هيئة التدريس جامعة تبوك                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
طريق السعودية – عُمان الدولي                  , حكومي,"المنطقة الشرقية, الأحساء",1623756000.0,1806.0,188521.0,598525.0,,1
متحف عسير الإقليمي – Asir Regional Museum                  , حكومي,"منطقة عسير, أبها",30474561.0,,77895.0,53929.0,,1
جامع السودة                  , حكومي,"منطقة عسير, أبها",43000000.0,,77895.0,53929.0,,0
حديقة مطار أبها                  , حكومي,"منطقة عسير, أبها",28000000.0,,77895.0,53929.0,,0
الواجهة البحرية لشاطيء الحريضة                  , حكومي,"منطقة عسير, أبها",500000000.0,,77895.0,53929.0,,0
المركز الحضرى بأبها                  , حكومي,"منطقة عسير, أبها",130000000.0,,77895.0,53929.0,,0
تطوير وتأهيل وسط ابها                  , حكومي,"منطقة عسير, أبها",650000000.0,,77895.0,53929.0,,0
مبنى الطيران الخاص بمطار الدمام                  , حكومي,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
الدائري الأول في مكة المكرمة                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
البرج الطبي للولادة والأطفال بحائل                  , حكومي,"منطقة حائل, حائل",290000000.0,,43636.0,17276.0,,0
مركز الفن المعاصر بالدرعية – Addiriyah Contemporary Art Center                  , حكومي,"منطقة الرياض, الدرعية",,,732297.0,1159997.0,,0
إسكان اعضاء هيئة التدريس جامعة طيبة – Faculty Housing University...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",421000000.0,,75446.0,74821.0,,0
متنزه الأمير سطام – Prince Sattam Park                  , حكومي,"منطقة الرياض, الرياض",400000000.0,,732297.0,1159997.0,,1
إسكان الطلاب والطالبات جامعة طيبة – Housing students Taibah Unive...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",142000000.0,730.0,75446.0,74821.0,,1
مستشفى المدينة المنورة للنساء والولادة والأطفال – Ma...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",80000000.0,,75446.0,74821.0,,0
جامعة الملك سعود بن عبد العزيز للعلوم الصحية بجدة – K...                  , حكومي,"منطقة مكة المكرمة, جدة",,2661.0,286456.0,477481.0,,0
مركز وسط المدينة الجديد في الجبيل الصناعية – The new city...                  , حكومي,"المنطقة الشرقية, الجبيل الصناعية",,,188521.0,598525.0,,0
ريتز كارلتون جدة – Ritz Carlton Jeddah                  , حكومي,"منطقة مكة المكرمة, جدة",26000000000.0,2191.0,286456.0,477481.0,,1
امتداد طريقي أبو بكر الصديق والعروبة عبر قاعدة الرياض �...                  , حكومي,"منطقة الرياض, الرياض",1625709312.0,1352.0,732297.0,1159997.0,,1
متحف الدمام الاقليمي – Dammam Regional Museum                  , حكومي,"المنطقة الشرقية, الدمام",45000000.0,2523.0,188521.0,598525.0,,1
"المدينة الطبية بجامعة الملك سعود – Medical City, King Saud Univers...                  ", حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مدينة الملك خالد الطبية – King Khaled Medical City                  , حكومي,"المنطقة الشرقية, الظهران",4500000000.0,,188521.0,598525.0,,0
مقر نادي الطائي – Al-Tai Sport Club                  , حكومي,حائل,86882065.0,2727.0,368638.28018867923,622155.975,,1
مجمع بلاس كيم الجبيل – Plus Kim Complex Jubail                  , حكومي,"المنطقة الشرقية, الجبيل الصناعية",,,188521.0,598525.0,,0
مبنيين اسثماريين لجمعية الأمير فهد بن سلمان الخيرية لر...                  , حكومي,"منطقة الرياض, الرياض",101250000.0,,732297.0,1159997.0,,0
مشروع تقاطع طريق الملك فهد مع طريق عين نجم في الاحساء...                  , حكومي,"المنطقة الشرقية, الأحساء",121000000.0,1461.0,188521.0,598525.0,,1
توسعة مكتبة الملك فهد                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
قطار الحرمين السريع – Haramain High Speed Rail                  , حكومي,"مكة المكرمة, مدينة الملك عبدالله الاقتصادية, المدينة المنورة, جدة",63000000000.0,,286456.0,477481.0,,1
تطوير ممشى مصلى العيد                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
ميدان سلطان الخير (تبوك)                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
متحف تبوك الاقليمي – Tabuk Regional Museum                  , حكومي,"منطقة تبوك, تبوك",100000000.0,2009.0,33731.0,22283.0,,1
إنشاء تسع جسور مشاة (تبوك)                  , حكومي,"منطقة تبوك, تبوك",45000000.0,,33731.0,22283.0,,0
منتزه البيضاء البري                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
مطار الأمير عبدالمجيد بن عبدالعزيز بالعلا – Prince Abdul M...                  , حكومي,"منطقة المدينة المنورة, العلا",143000000.0,,75446.0,74821.0,,1
تطوير مطار نجران الإقليمي (المرحلة الأولى) – Development of...                  , حكومي,"نجران, منطقة نجران",346000000.0,,368638.28018867923,622155.975,,1
مطار الأمير سلطان بن عبدالعزيز بتبوك (المرحلة الأولى) &#...                  , حكومي,"منطقة تبوك, تبوك",200000000.0,,33731.0,22283.0,,1
تطوير مطار الجوف – Development of Al Jouf Airport                  , حكومي,"منطقة الجوف, سكاكا",,,19371.0,9482.0,,0
تطوير مطار القريات – Development of Al-Qurayyat Airport                  , حكومي,"منطقة الجوف, القريات",,,19371.0,9482.0,,0
تطوير مطار الأمير عبد المحسن بن عبد العزيز بينبع – Dev...                  , حكومي,"ينبع, منطقة المدينة المنورة",,,368638.28018867923,622155.975,,0
مواصلات جدة – Jeddah Transport                  , حكومي,"منطقة مكة المكرمة, جدة",45000000000.0,2404.0,286456.0,477481.0,,1
تطوير مطار عرعر – Development of Arar Airport                  , حكومي,"منطقة الحدود الشمالية, عرعر",302420000.0,,14061.0,6470.0,,1
الصالة الخامسة مطار الملك خالد الدولي – King Khalid Internatio...                  , حكومي,"منطقة الرياض, الرياض",1616000000.0,,732297.0,1159997.0,,1
تطوير مطار الملك سعود بن عبدالعزيز بالباحة – Development o...                  , حكومي,منطقة الباحة,,,11185.0,6073.0,,0
جسر الملك حمد – King Hamad Causeway                  , حكومي,"المنطقة الشرقية, الخبر",18750000000.0,,188521.0,598525.0,,0
قطار الخليج – Gulf Train – GCC                  , حكومي,المنطقة الشرقية,57750000000.0,,188521.0,598525.0,,0
مطار الملك عبدالله بن عبدالعزيز الدولي – King Abdullah Intern...                  , حكومي,"منطقة جازان, جازان",2500000000.0,1256.0,52022.0,22115.0,,1
تقاطع طريق الملك عبدالعزيز مع الطريق الثامن والعشرون ف...                  , حكومي,"المنطقة الشرقية, الدمام",255736242.0,824.0,188521.0,598525.0,,1
تقاطع طريق الملك عبدالعزيز مع الطريق العاشر في الخبر...                  , حكومي,"المنطقة الشرقية, الخبر",46000000.0,731.0,188521.0,598525.0,,1
منطقة الخدمات تبوك – Tabuk Service Area                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
مجمع مختبرات الهيئة العامة للغذاء والدواء تبوك – The S...                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
تطوير مطار أبها الإقليمي – The development of Abha Regional Airport                  , حكومي,"منطقة عسير, أبها",1800000000.0,1124.0,77895.0,53929.0,,1
مشروع التطوير والتنسيق الحضاري لمنطقة الخندق                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
تقاطع طريق الملك فهد مع طريق الديوان في الهفوف                  , حكومي,"المنطقة الشرقية, الأحساء",350000000.0,1461.0,188521.0,598525.0,,1
تقاطع طريق الملك عبدالله مع طريق مكة المكرمة في الهفوف...                  , حكومي,"المنطقة الشرقية, الأحساء",51000000.0,973.0,188521.0,598525.0,,1
"مشروع النقل العام بالدمام والقطيف – Dammam, Qatif public transpor...                  ", حكومي,المنطقة الشرقية,60000000000.0,2557.0,188521.0,598525.0,,1
مدينة وعد الشمال – Waad Al Shamaal City                  , حكومي,"منطقة الحدود الشمالية, طريف",26000000000.0,10560.0,14061.0,6470.0,,0
مداخل وبوابات المدينة المنورة – Gates of Al Madinah Al Munawwarah...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
مترو المدينة المنورة – Madinah Metro                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
تطوير الكورنيش الأوسط و شارع فلسطين – Middle Corniche & Pal...                  , حكومي,"منطقة مكة المكرمة, جدة",135506447.0,662.0,286456.0,477481.0,,1
مصفاة جازان – Jazan Refinery                  , حكومي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",26250000000.0,2238.0,52022.0,22115.0,,1
مدينة جازان للصناعات الاساسية والتحويلية – Jazan Economic...                  , حكومي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",100000000000.0,,52022.0,22115.0,,0
وادي العسلاء مروج جدة – Murooj Jeddah                  , حكومي,"منطقة مكة المكرمة, جدة",6000000000.0,2921.0,286456.0,477481.0,,1
مشروع بحيرات الحاير-  Al’Hair Lakes project                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مطار الملك عبدالعزيز الدولي الجديد – King Abdulaziz Internationa...                  , حكومي,"منطقة مكة المكرمة, جدة",36000000000.0,,286456.0,477481.0,,1
مستشفى جامعة الإمام عبد الرحمن بن فيصل – Imam Abdul Rahman bin...                  , حكومي,"المنطقة الشرقية, الدمام",500000000.0,1827.0,188521.0,598525.0,,1
مبنى بلدية الخبر – Al Khobar Municipality Building                  , حكومي,"المنطقة الشرقية, الخبر",110000000.0,1431.0,188521.0,598525.0,,1
منطقة البلازا المالية – Financial Plaza – KAFD                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
جسور المشاة – SKYWALKS – KAFD                  , حكومي,"منطقة الرياض, الرياض",,2556.0,732297.0,1159997.0,,0
برج فيلاز إن ذا سكاي – VILLAS IN THE SKY – KAFD                  , حكومي,"منطقة الرياض, الرياض",,1825.0,732297.0,1159997.0,,0
واحة الملك سلمان للعلوم – King Salman Science Oasis                  , حكومي,"منطقة الرياض, الرياض",,2191.0,732297.0,1159997.0,,0
متحف العلوم ومركز المناخ والجيولوجيا – Geo-Science Centre R...                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مترو مكة | محطة كدي المركزية للنقل العام – Makkah Metro | Kuda...                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
محطة المروة للنقل العام – Al Marwah Station Plaza                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
ساحة الاحتفالات للأطفال – Children Festival Marketplace                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
قبة الفراشة – Butterfly Dome – KAFD                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
المتحف المائي (الاكواريوم) – National Aquarium – KAFD                  , حكومي,منطقة الرياض,841757548.0,,732297.0,1159997.0,,1
مركز طب وجراحة الأعصاب – الحرس الوطني بجدة – Center of...                  , حكومي,"منطقة مكة المكرمة, جدة",,1095.0,286456.0,477481.0,,0
برج الإدارات الرئيسية بجامعة الإمام عبد الرحمن بن فيصل...                  , حكومي,"المنطقة الشرقية, الدمام",344000000.0,1096.0,188521.0,598525.0,,1
مستشفى الملك سلمان التخصصي – King Salman Specialized Hospital                  , حكومي,"منطقة مكة المكرمة, الطائف",,900.0,286456.0,477481.0,,0
تقاطع طريق الملك عبدالله مع طريق الملك عبدالعزيز – Ki...                  , حكومي,"المنطقة الشرقية, الخبر",257000000.0,1096.0,188521.0,598525.0,,1
مركز المؤتمرات – Conference Center – KAFD                  , حكومي,"منطقة الرياض, الرياض",,1908.0,732297.0,1159997.0,,0
مقر أمانة القصيم – Al Qassim Municipality Headquarters                  , حكومي,"منطقة القصيم, بريدة",66553194.0,1826.0,78901.0,59468.0,,1
مستشفى شمال بريدة العام – North Buraidah General Hospital                  , حكومي,"منطقة القصيم, بريدة",251338687.0,1460.0,78901.0,59468.0,,1
برج تداول – Tadawul Tower                  , حكومي,"منطقة الرياض, الرياض",1400000000.0,,732297.0,1159997.0,,1
برج هيئة السوق المالية – Capital Market Authority (CMA) Tower – KAFD...                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
متحف البيئة الحضرية – Museum of the built environment – KAFD                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
سوق الخضار المركزي ببريده – Buraidah Central Vegetable Market                  , حكومي,"منطقة القصيم, بريدة",148000000.0,,78901.0,59468.0,,0
القطار الأحادي المعلق – Monorail – KAFD                  , حكومي,"منطقة الرياض, الرياض",937500000.0,2191.0,732297.0,1159997.0,,1
برج مستشفى الملك فهد التخصصي ببريدة – KFSHB Tower                  , حكومي,"منطقة القصيم, بريدة",79050159.0,1645.0,78901.0,59468.0,,1
مبني العمادات المساندة بجامعة القصيم  – Deanship of Support Qa...                  , حكومي,"منطقة القصيم, بريدة",123000000.0,1096.0,78901.0,59468.0,,1
البنية الأساسية للموقع العام لكليات الطالبات ببريدة ...                  , حكومي,"منطقة القصيم, بريدة",94921630.0,900.0,78901.0,59468.0,,1
مجمع الكليات الصحية للطالبات بجامعة القصيم – Health colle...                  , حكومي,"منطقة القصيم, بريدة",349492173.0,731.0,78901.0,59468.0,,1
إسكان أعضاء هيئة التدريس بجامعة القصيم – Establish faculty ho...                  , حكومي,"منطقة القصيم, بريدة",681673752.0,1096.0,78901.0,59468.0,,1
مستشفى الملك عبدالله التخصصي للأطفال جدة – King Abdullah Sp...                  , حكومي,"منطقة مكة المكرمة, جدة",,1094.0,286456.0,477481.0,,0
إسكان الحرس الوطني بالمدينة المنورة – National Guard Housing Ma...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",1523418000.0,,75446.0,74821.0,,0
مجمع الكليات الصحية للطلاب بجامعة القصيم – College of Healt...                  , حكومي,"منطقة القصيم, بريدة",529680608.0,872.0,78901.0,59468.0,,1
المستشفى القصيم الجامعي – Al Qassim University Hospital                  , حكومي,"منطقة القصيم, بريدة",442484484.0,1260.0,78901.0,59468.0,,1
بوابات جامعة الملك سعود – Gates of King Saud University                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مستشفى الملك فيصل التخصصي و مركز الابحاث جدة – King Faisa...                  , حكومي,"منطقة مكة المكرمة, جدة",1770420638.0,,286456.0,477481.0,,0
الضاحية السكنية بخليج سلمان – Salman Housing                  , حكومي,"منطقة مكة المكرمة, جدة",,3206.0,286456.0,477481.0,,0
مركز المؤتمرات في الجامعة الأسلامية -Islamic University Conference Ce...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",120000000.0,,75446.0,74821.0,,0
مدينة الملك عبدالله الرياضية – King Abdullah Sports City                  , حكومي,"منطقة مكة المكرمة, جدة",1900000000.0,396.0,286456.0,477481.0,,1
بحيرة مدن في الدمام – Dammam lake – MODON                  , حكومي,"المنطقة الشرقية, الدمام",129000000.0,379.0,188521.0,598525.0,,1
قطار سار – SAR Railway                  , حكومي,"وعد الشمال, منطقة القصيم, منطقة الجوف, منطقة الحدود الشمالية, منطقة الرياض, منطقة حائل, مدينة سدير للصناعة والأعمال, المجمعة, الرياض, بريدة, حائل, عرعر",12000000000.0,,368638.28018867923,622155.975,,1
نفق تقاطع طريق الامير سعد بن عبدالرحمن الأول مع شارع ال...                  , حكومي,"منطقة الرياض, الرياض",,1319.0,732297.0,1159997.0,,0
المدينة الطبية بجامعة طيبة -Medical City of Taibah University                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",1000000000.0,,75446.0,74821.0,,0
المركز الفرعي الشرقي بالرياض – Riyadh East Sub-Center                  , حكومي,"منطقة الرياض, الرياض",30000000000.0,5843.0,732297.0,1159997.0,,0
محطة مترو الرياض الغربية – ARRIYADH METRO WESTERN STATION                  , حكومي,"منطقة الرياض, الرياض",,1312.0,732297.0,1159997.0,,0
محطة أس تي سي – STC Metro Station                  , حكومي,"منطقة الرياض, الرياض",562500000.0,2098.0,732297.0,1159997.0,,1
محطة قصر الحكم – The Qasr Al Hokm Downtown Metro Station                  , حكومي,"منطقة الرياض, الرياض",,1460.0,732297.0,1159997.0,,0
محطة مركز الملك عبدالله المالي – King Abdullah Financial District Me...                  , حكومي,"منطقة الرياض, الرياض",,1825.0,732297.0,1159997.0,,0
قطار الرياض – Riyadh Metro                  , حكومي,"منطقة الرياض, الرياض",89701000000.0,1825.0,732297.0,1159997.0,,1
حافلات الرياض – Riyadh Bus                  , حكومي,"منطقة الرياض, الرياض",,1503.0,732297.0,1159997.0,,0
مشروع الملك عبدالعزيز للنقل العام بمدينة الرياض – Kin...                  , حكومي,"منطقة الرياض, الرياض",84000000000.0,1976.0,732297.0,1159997.0,,1
مجمع الملك عبدالله الطبي تبوك – King Abdullah Medical Complex in Tabu...                  , حكومي,"منطقة تبوك, تبوك",1737000000.0,,33731.0,22283.0,,0
مستشفى تبوك الجامعي – Tabuk University Hospital                  , حكومي,"منطقة تبوك, تبوك",400256424.0,2140.0,33731.0,22283.0,,1
مشروع تطوير طريق أبي بكر الصديق (المرحلة الأولى والثان�...                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مركز الملك عبدالله للأورام وأمراض الكبد – King Abdullah Cent...                  , حكومي,"منطقة الرياض, الرياض",1028497607.0,2240.0,732297.0,1159997.0,,1
التأهيل البيئي لوادي العقيق – Wadi Al Aqeeq Rehabilitation                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",1700000000.0,,75446.0,74821.0,,0
مقر نادي احد – Ohod Club                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",80000000.0,2132.0,75446.0,74821.0,,1
محطة قطار الحرمين المدينة المنورة – Haramain High-speed Railway M...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",1545822769.0,1581.0,75446.0,74821.0,,1
برج المعرفة – مقر مدينة الملك عبدالعزيز للعلوم والت�...                  , حكومي,"منطقة الرياض, الرياض",500000000.0,810.0,732297.0,1159997.0,,1
مبنى أمانة منطقة حائل – Hail Municipality Headquarters                  , حكومي,"منطقة حائل, حائل",97700000.0,1080.0,43636.0,17276.0,,1
مستشفى حائل الجامعي – University Hospital in Hail                  , حكومي,"منطقة حائل, حائل",,1281.0,43636.0,17276.0,,0
مستشفى الملك سلمان التخصصي – King Salman Specialist Hospital                  , حكومي,"منطقة حائل, حائل",240000000.0,1109.0,43636.0,17276.0,,1
النادي الأدبي الثقافي -Literary Club of Hail                  , حكومي,"منطقة حائل, حائل",23500000.0,,43636.0,17276.0,,1
مستشفى حائل العام – Hail General Hospital                  , حكومي,"منطقة حائل, حائل",301478802.0,1264.0,43636.0,17276.0,,1
مركز الأمير سلطان الحضاري – Prince Sultan Cultural Center                  , حكومي,"منطقة مكة المكرمة, جدة",6000000000.0,,286456.0,477481.0,,0
واجهة جدة البحرية – Jeddah Waterfront – JW                  , حكومي,"منطقة مكة المكرمة, جدة",796984811.0,786.0,286456.0,477481.0,,1
تطوير حي الطريف التاريخي – The Atturaif Development                  , حكومي,"منطقة الرياض, الدرعية",394000000.0,2314.0,732297.0,1159997.0,,1
تطوير حي البجيري – Development of Al-Bujairi neighborhood                  , حكومي,"منطقة الرياض, الرياض",,1724.0,732297.0,1159997.0,,0
تطوير وسط الرياض – Developing the Center of Riyadh                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
المخطط العيني بالمدينة المنورة – MADINAH Infrastructure                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",6200000000.0,782.0,75446.0,74821.0,,1
أوقاف جامعة الملك سعود – King Saud University – Awqaf                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
إسكان المدينة المنورة – Housing in Madinah                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",182000000.0,,75446.0,74821.0,,0
اسكان الطائف – Taif Housing                  , حكومي,"منطقة مكة المكرمة, الطائف",,,286456.0,477481.0,,0
حراج ابن قاسم الجديد                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مستشفى المدينة المنورة التخصصي – Madinah Specialized Hospital                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",450884874.0,1832.0,75446.0,74821.0,,1
مستشفى الميقات العام – Meeqat General Hospital                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",416000000.0,1445.0,75446.0,74821.0,,1
وادي مكة للتقنية – Wadi Makkah                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",4000000000.0,3653.0,286456.0,477481.0,,1
منتزه الملك سلمان البري بالرياض – King Salman Park in Riyadh                  , حكومي,"منطقة الرياض, الرياض",,2258.0,732297.0,1159997.0,,0
مركز الملك سلمان الدولي للمؤتمرات – King Salman International Con...                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",880000000.0,1244.0,75446.0,74821.0,,1
دار الهجرة – DAR AL HIJJRA                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",55000000000.0,1096.0,75446.0,74821.0,,1
بوابة مكة – Makkah Gate                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
جسر طريق العروبة مع التخصصي – Al-Orouba Road AlTakhassusi Road Bridge...                  , حكومي,"منطقة الرياض, الرياض",70000000.0,1523.0,732297.0,1159997.0,,1
الدائري الثاني لمدينة الرياض – Second Ring Riyadh                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
فندق ميلينيوم تبوك – Millennium Tabuk Hotel                  , حكومي,"منطقة تبوك, تبوك",430000000.0,2228.0,33731.0,22283.0,,1
مدينة المعرفة الاقتصادية – Knowledge Economic City                  , حكومي,"منطقة المدينة المنورة, المدينة المنورة",25000000000.0,5479.0,75446.0,74821.0,,1
تطوير الكورنيش الشمالي في الخبر – Developing the North Corniche in...                  , حكومي,"المنطقة الشرقية, الخبر",230000000.0,2561.0,188521.0,598525.0,,1
إسكان المجمعة – Al Majmaa Housing                  , حكومي,"منطقة الرياض, المجمعة",,,732297.0,1159997.0,,0
مركز التراث العمراني بالدرعية – Archaeology Centre of Al-Dir’i...                  , حكومي,"منطقة الرياض, الدرعية",,,732297.0,1159997.0,,0
المدينة الهجومية بالحرس الوطني – Building of Combat Training City...                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
برج خزان المياه بتبوك – Water Tower Tabuk                  , حكومي,"منطقة تبوك, تبوك",49987907.0,2960.0,33731.0,22283.0,,1
مبنى أمانة محافظة جدة – Jeddah Municipality Headquarter                  , حكومي,"منطقة مكة المكرمة, جدة",246195384.0,1277.0,286456.0,477481.0,,1
طريق مكة المكرمة – جدة المباشر – Jeddah – Makkah direct Ro...                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة, جدة",814407216.0,,286456.0,477481.0,,0
طريق الدائري الثاني بجدة – Second Ring Road Jeddah                  , حكومي,"منطقة مكة المكرمة, جدة",9050000000.0,,286456.0,477481.0,,0
قلب جدة – Heart of Jeddah                  , حكومي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
المجمع الرياضي بجامعة الملك عبد العزيز – Sports Facility at K...                  , حكومي,"منطقة مكة المكرمة, جدة",197205696.0,1681.0,286456.0,477481.0,,1
سوق السمك المركزي بجدة – Jeddah Central Fish Market                  , حكومي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
حدائق الملك عبدالله العالمية – King Abdullah International Gardens...                  , حكومي,"منطقة الرياض, الرياض",1227000000.0,,732297.0,1159997.0,,0
منتزة الملك فهد في الدمام – King Fahad Park in Dammam                  , حكومي,"المنطقة الشرقية, الدمام",,1163.0,188521.0,598525.0,,0
كورنيش تبوك – Tabuk Corniche                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
مشروع الملك عبدالله بن عبدالعزيز لتطوير المقرات الأمن�...                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
المدينة الرياضية بجامعة الملك سعود – City Saud University Sports...                  , حكومي,"منطقة الرياض, الرياض",215609660.0,1205.0,732297.0,1159997.0,,1
أبراج كدي – Abraj Kudai                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",13000000000.0,2007.0,286456.0,477481.0,,1
مركز المعلومات التابع للبريد السعودي – Information Center of T...                  , حكومي,"منطقة الرياض, الرياض",80000000.0,,732297.0,1159997.0,,0
جامعة تبوك – Tabuk of University                  , حكومي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
مركز الملك عبدالعزيز الثقافي العالمي – King Abdulaziz Centre f...                  , حكومي,"المنطقة الشرقية, الظهران",1600000000.0,2227.0,188521.0,598525.0,,1
مركز أبحاث التقنية الحيوية في ‫مدينة الملك عبدالعزيز �...                  , حكومي,"منطقة الرياض, الرياض",,630.0,732297.0,1159997.0,,0
مشروع تأهيل وادي السلي بيئاً وحضرياً                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مركز الملك عبدالله الحضاري في الدمام – King Abdullah Cultural C...                  , حكومي,"المنطقة الشرقية, الدمام",600000000.0,2310.0,188521.0,598525.0,,1
توسعة حقل شيبه النفطي – Shaybah Oil Field Expansion                  , حكومي,المنطقة الشرقية,,,188521.0,598525.0,,0
توسعة وتطوير مطار الملك خالد الدولي – King Khalid International...                  , حكومي,"منطقة الرياض, الرياض",5400000000.0,,732297.0,1159997.0,,1
تقاطع طريق الملك عبد العزيز مع شارعي فلسطين والحمراء...                  , حكومي,"منطقة مكة المكرمة, جدة",314261602.0,1096.0,286456.0,477481.0,,1
تقاطع طريق الأمير ماجد مع طريق مكة القديم – Old Makkah Rd/Pr...                  , حكومي,"منطقة مكة المكرمة, جدة",197500000.0,1343.0,286456.0,477481.0,,1
إستراتيجية وخطط تنفيذ صرف مياه الأمطار في مدينة تبوك...                  , حكومي,"منطقة تبوك, تبوك",950000000.0,,33731.0,22283.0,,0
طريق الملك عبدالعزيز بمكة المكرمة – KAAR                  , حكومي,"مكة المكرمة, منطقة مكة المكرمة",6400000000.0,7638.0,286456.0,477481.0,,0
برنامج تطوير طريق الملك عبدالله – King Abdullah Road Development Pr...                  , حكومي,"منطقة الرياض, الرياض",1576549328.0,3531.0,732297.0,1159997.0,,1
تقاطع طريق الأمير محمد بن فهد مع الخليفة علي بن أبي طال�...                  , حكومي,"المنطقة الشرقية, الدمام",127985051.0,742.0,188521.0,598525.0,,1
الرائدة المدينة الرقمية – AlRAIDAH Digital City                  , حكومي,"منطقة الرياض, الرياض",6200000000.0,,732297.0,1159997.0,,1
مركز الملك عبد الله للدراسات والبحوث البترولية – KAPSA...                  , حكومي,"منطقة الرياض, الرياض",2000000000.0,1589.0,732297.0,1159997.0,,1
مستشفى الصحة النفسية لعلاج الادمان والإضطراب النفسي ب�...                  , حكومي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
جسر المعيزيلة                  , حكومي,"منطقة الرياض, الرياض",514000000.0,567.0,732297.0,1159997.0,,1
مستشفى طب وجراحة الأعصاب – NGHA Neuroscience Center                  , حكومي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
تطوير مكتبة دار العلوم – Dar Al Uloum Development                  , ديني/خيري,"منطقة الجوف, سكاكا",,,19371.0,9482.0,,0
مركز عبداللطيف الفوزان للتوحد – Abdullatif Al Fozan Autism Center...                  , ديني/خيري,"المنطقة الشرقية, الخبر",62000000.0,924.0,188521.0,598525.0,,1
